tool,nl_prompt,cli_command_demo,simulated_output,safety_note
nmap,Do a ping scan against the subnet 10.0.132.0/24 to find live hosts.,nmap -sn 10.0.132.0/24,Ping sweep finished. Live hosts found: 7 (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Perform an OS guess for the target 10.0.0.133 (aggressive timing).,nmap -A -T4 10.0.0.133,OS fingerprint (approximate): Linux-like (confidence ~85%).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,"Scan only ports 22,80,443 on 10.0.0.134 and finish fast.","nmap -p 22,80,443 10.0.0.134 -T4",Specified ports scanned. 22 open; 80 open; 443 open. Others filtered.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Generate a normal output report for 10.0.0.135 and save to /lab/demo_135.out.,nmap -oN /lab/demo_135.out 10.0.0.135,Report written to /lab/demo_135.out (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Check for host discovery only on 10.0.136.0/24 without port scanning.,nmap -sn 10.0.136.0/24 --disable-arp-ping,Host discovery only: 4 responsive on 10.0.136.0/24 (lab demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a UDP top-50 port scan on 10.0.0.137 (lab only).,nmap -sU --top-ports 50 10.0.0.137,UDP scan done. Few open/filtered ports detected (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Scan 10.0.0.138 with default scripts (safe NSE).,nmap -sC 10.0.0.138,Default scripts executed (safe). No critical findings.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Validate that host139.lab.example is reachable with a simple ping sweep.,nmap -sn 10.0.139.0/24,Sweep done. Reachability confirmed for a subset (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a quick TCP scan on the top 100 ports for 10.0.0.140.,nmap --top-ports 100 10.0.0.140,"Scan complete. Open ports: 22/tcp, 80/tcp, 443/tcp. Host up.",Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Identify open ports and services on 10.0.0.141 with version detection.,nmap -sV 10.0.0.141,Host up. Service versions identified (sanitized). No vulnerabilities reported.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Do a ping scan against the subnet 10.0.142.0/24 to find live hosts.,nmap -sn 10.0.142.0/24,Ping sweep finished. Live hosts found: 3 (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Perform an OS guess for the target 10.0.0.143 (aggressive timing).,nmap -A -T4 10.0.0.143,OS fingerprint (approximate): Linux-like (confidence ~85%).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,"Scan only ports 22,80,443 on 10.0.0.144 and finish fast.","nmap -p 22,80,443 10.0.0.144 -T4",Specified ports scanned. 22 open; 80 open; 443 open. Others filtered.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Generate a normal output report for 10.0.0.145 and save to /lab/demo_145.out.,nmap -oN /lab/demo_145.out 10.0.0.145,Report written to /lab/demo_145.out (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Check for host discovery only on 10.0.146.0/24 without port scanning.,nmap -sn 10.0.146.0/24 --disable-arp-ping,Host discovery only: 7 responsive on 10.0.146.0/24 (lab demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a UDP top-50 port scan on 10.0.0.147 (lab only).,nmap -sU --top-ports 50 10.0.0.147,UDP scan done. Few open/filtered ports detected (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Scan 10.0.0.148 with default scripts (safe NSE).,nmap -sC 10.0.0.148,Default scripts executed (safe). No critical findings.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Validate that host149.lab.example is reachable with a simple ping sweep.,nmap -sn 10.0.149.0/24,Sweep done. Reachability confirmed for a subset (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a quick TCP scan on the top 100 ports for 10.0.0.150.,nmap --top-ports 100 10.0.0.150,"Scan complete. Open ports: 22/tcp, 80/tcp, 443/tcp. Host up.",Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Identify open ports and services on 10.0.0.151 with version detection.,nmap -sV 10.0.0.151,Host up. Service versions identified (sanitized). No vulnerabilities reported.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Do a ping scan against the subnet 10.0.152.0/24 to find live hosts.,nmap -sn 10.0.152.0/24,Ping sweep finished. Live hosts found: 6 (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Perform an OS guess for the target 10.0.0.153 (aggressive timing).,nmap -A -T4 10.0.0.153,OS fingerprint (approximate): Linux-like (confidence ~85%).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,"Scan only ports 22,80,443 on 10.0.0.154 and finish fast.","nmap -p 22,80,443 10.0.0.154 -T4",Specified ports scanned. 22 open; 80 open; 443 open. Others filtered.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Generate a normal output report for 10.0.0.155 and save to /lab/demo_155.out.,nmap -oN /lab/demo_155.out 10.0.0.155,Report written to /lab/demo_155.out (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Check for host discovery only on 10.0.156.0/24 without port scanning.,nmap -sn 10.0.156.0/24 --disable-arp-ping,Host discovery only: 3 responsive on 10.0.156.0/24 (lab demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a UDP top-50 port scan on 10.0.0.157 (lab only).,nmap -sU --top-ports 50 10.0.0.157,UDP scan done. Few open/filtered ports detected (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Scan 10.0.0.158 with default scripts (safe NSE).,nmap -sC 10.0.0.158,Default scripts executed (safe). No critical findings.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Validate that host159.lab.example is reachable with a simple ping sweep.,nmap -sn 10.0.159.0/24,Sweep done. Reachability confirmed for a subset (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a quick TCP scan on the top 100 ports for 10.0.0.160.,nmap --top-ports 100 10.0.0.160,"Scan complete. Open ports: 22/tcp, 80/tcp, 443/tcp. Host up.",Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Identify open ports and services on 10.0.0.161 with version detection.,nmap -sV 10.0.0.161,Host up. Service versions identified (sanitized). No vulnerabilities reported.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Do a ping scan against the subnet 10.0.162.0/24 to find live hosts.,nmap -sn 10.0.162.0/24,Ping sweep finished. Live hosts found: 2 (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Perform an OS guess for the target 10.0.0.163 (aggressive timing).,nmap -A -T4 10.0.0.163,OS fingerprint (approximate): Linux-like (confidence ~85%).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,"Scan only ports 22,80,443 on 10.0.0.164 and finish fast.","nmap -p 22,80,443 10.0.0.164 -T4",Specified ports scanned. 22 open; 80 open; 443 open. Others filtered.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Generate a normal output report for 10.0.0.165 and save to /lab/demo_165.out.,nmap -oN /lab/demo_165.out 10.0.0.165,Report written to /lab/demo_165.out (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Check for host discovery only on 10.0.166.0/24 without port scanning.,nmap -sn 10.0.166.0/24 --disable-arp-ping,Host discovery only: 6 responsive on 10.0.166.0/24 (lab demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a UDP top-50 port scan on 10.0.0.167 (lab only).,nmap -sU --top-ports 50 10.0.0.167,UDP scan done. Few open/filtered ports detected (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Scan 10.0.0.168 with default scripts (safe NSE).,nmap -sC 10.0.0.168,Default scripts executed (safe). No critical findings.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Validate that host169.lab.example is reachable with a simple ping sweep.,nmap -sn 10.0.169.0/24,Sweep done. Reachability confirmed for a subset (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a quick TCP scan on the top 100 ports for 10.0.0.170.,nmap --top-ports 100 10.0.0.170,"Scan complete. Open ports: 22/tcp, 80/tcp, 443/tcp. Host up.",Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Identify open ports and services on 10.0.0.171 with version detection.,nmap -sV 10.0.0.171,Host up. Service versions identified (sanitized). No vulnerabilities reported.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Do a ping scan against the subnet 10.0.172.0/24 to find live hosts.,nmap -sn 10.0.172.0/24,Ping sweep finished. Live hosts found: 5 (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Perform an OS guess for the target 10.0.0.173 (aggressive timing).,nmap -A -T4 10.0.0.173,OS fingerprint (approximate): Linux-like (confidence ~85%).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,"Scan only ports 22,80,443 on 10.0.0.174 and finish fast.","nmap -p 22,80,443 10.0.0.174 -T4",Specified ports scanned. 22 open; 80 open; 443 open. Others filtered.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Generate a normal output report for 10.0.0.175 and save to /lab/demo_175.out.,nmap -oN /lab/demo_175.out 10.0.0.175,Report written to /lab/demo_175.out (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Check for host discovery only on 10.0.176.0/24 without port scanning.,nmap -sn 10.0.176.0/24 --disable-arp-ping,Host discovery only: 2 responsive on 10.0.176.0/24 (lab demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a UDP top-50 port scan on 10.0.0.177 (lab only).,nmap -sU --top-ports 50 10.0.0.177,UDP scan done. Few open/filtered ports detected (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Scan 10.0.0.178 with default scripts (safe NSE).,nmap -sC 10.0.0.178,Default scripts executed (safe). No critical findings.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Validate that host179.lab.example is reachable with a simple ping sweep.,nmap -sn 10.0.179.0/24,Sweep done. Reachability confirmed for a subset (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a quick TCP scan on the top 100 ports for 10.0.0.180.,nmap --top-ports 100 10.0.0.180,"Scan complete. Open ports: 22/tcp, 80/tcp, 443/tcp. Host up.",Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Identify open ports and services on 10.0.0.181 with version detection.,nmap -sV 10.0.0.181,Host up. Service versions identified (sanitized). No vulnerabilities reported.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Do a ping scan against the subnet 10.0.182.0/24 to find live hosts.,nmap -sn 10.0.182.0/24,Ping sweep finished. Live hosts found: 1 (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Perform an OS guess for the target 10.0.0.183 (aggressive timing).,nmap -A -T4 10.0.0.183,OS fingerprint (approximate): Linux-like (confidence ~85%).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,"Scan only ports 22,80,443 on 10.0.0.184 and finish fast.","nmap -p 22,80,443 10.0.0.184 -T4",Specified ports scanned. 22 open; 80 open; 443 open. Others filtered.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Generate a normal output report for 10.0.0.185 and save to /lab/demo_185.out.,nmap -oN /lab/demo_185.out 10.0.0.185,Report written to /lab/demo_185.out (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Check for host discovery only on 10.0.186.0/24 without port scanning.,nmap -sn 10.0.186.0/24 --disable-arp-ping,Host discovery only: 5 responsive on 10.0.186.0/24 (lab demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a UDP top-50 port scan on 10.0.0.187 (lab only).,nmap -sU --top-ports 50 10.0.0.187,UDP scan done. Few open/filtered ports detected (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Scan 10.0.0.188 with default scripts (safe NSE).,nmap -sC 10.0.0.188,Default scripts executed (safe). No critical findings.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Validate that host189.lab.example is reachable with a simple ping sweep.,nmap -sn 10.0.189.0/24,Sweep done. Reachability confirmed for a subset (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a quick TCP scan on the top 100 ports for 10.0.0.190.,nmap --top-ports 100 10.0.0.190,"Scan complete. Open ports: 22/tcp, 80/tcp, 443/tcp. Host up.",Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Identify open ports and services on 10.0.0.191 with version detection.,nmap -sV 10.0.0.191,Host up. Service versions identified (sanitized). No vulnerabilities reported.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Do a ping scan against the subnet 10.0.192.0/24 to find live hosts.,nmap -sn 10.0.192.0/24,Ping sweep finished. Live hosts found: 4 (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Perform an OS guess for the target 10.0.0.193 (aggressive timing).,nmap -A -T4 10.0.0.193,OS fingerprint (approximate): Linux-like (confidence ~85%).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,"Scan only ports 22,80,443 on 10.0.0.194 and finish fast.","nmap -p 22,80,443 10.0.0.194 -T4",Specified ports scanned. 22 open; 80 open; 443 open. Others filtered.,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Generate a normal output report for 10.0.0.195 and save to /lab/demo_195.out.,nmap -oN /lab/demo_195.out 10.0.0.195,Report written to /lab/demo_195.out (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Check for host discovery only on 10.0.196.0/24 without port scanning.,nmap -sn 10.0.196.0/24 --disable-arp-ping,Host discovery only: 1 responsive on 10.0.196.0/24 (lab demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Run a UDP top-50 port scan on 10.0.0.197 (lab only).,nmap -sU --top-ports 50 10.0.0.197,UDP scan done. Few open/filtered ports detected (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
nmap,Scan 10.0.0.198 with default scripts (safe NSE).,nmap -sC 10.0.0.198,Default scripts executed (safe). No critical findings.,Demo-only. Authorized environments/labs only. No unauthorized use.
